0,0,60
0,60,0
0,0,60
60,0,0
0,60,0
0,0,60
60,0,0
0,60,0
0,0,60
60,0,0
0,0,60
60,0,0
0,0,60
60,0,0
60,0,0
0,60,0
0,0,60
0,60,0
60,0,0
0,-0,60
-0,60,0
60,0,0
0,0,60
60,-0,0
0,0,60
-0,-0,60
60,-0,0
0,-0,60
0,60,0
60,0,-0
0,60,0
60,0,0
60,0,0
0,-0,60
9.992e-15,60,-1.6653e-14
0,0,60
60,0,0
0,-0,60
-0,0,60
0,60,-1.3323e-14
60,0,0
-0,60,-0
-0,60,-0
0,-0,60
60,-0,0
60,0,0
60,-0,0
-0,60,-4.1633e-15
60,0,0
0,0,60
60,0,0
0,0,60
0,0,60
0,0,60
0,0,60
0,60,0
60,0,0
60,0,0
0,60,0
0,0,60
60,0,0
0,60,0
0,60,0
0,60,0
-0,-0,60
0,60,-0
60,-0,-0
-0,-0,60
-0,-0,60
60,-0,-0
-0,0,60
60,-0,0
-0,60,-0
0,-0,60
0,60,0
0,-0,60
60,0,0
-0,60,-0
60,0,0
60,0,0
0,60,0
60,0,0
0,0,60
0,60,0
0,0,60
0,60,0
60,0,-0
0,-0,60
-0,60,0
60,-0,0
-0,0,60
-0,60,0
60,0,0
-0,0,60
60,-0,0
-0,-0,60
-0,60,0
60,-0,0
60,-0,-0
0,-0,60
60,6.6613e-15,-0
60,0,-0
-0,0,60
0,-0,60
60,0,-0
-0,60,0
-0,-2.5826e-15,60
-0,0,60
-0,60,-0
0,9.6277e-16,60
0,60,0
-0,0,60
-0,60,-0
-3.3307e-15,-0,60
-0,60,0
-0,60,0
60,0,-0
-0,60,-0
0,-0,60
-0,-0,60
0,60,0
60,0,0
-0,-0,60
0,60,0
60,-0,0
0,-0,60
60,-0,0
-0,-0,60
60,0,0
0,60,0
60,0,0
0,60,0
0,0,60
60,0,0
0,60,0
60,0,0
0,0,60
0,0,60
0,0,60
0,60,0
0,0,60
0,60,0
0,60,0
0,60,0
60,-0,-0
60,0,-0
60,0,-0
60,-0,0
-0,0.016667,-0
-0,0,60
60,0,-0
0,60,-0
-0,-0,60
-0,-0,60
-0,60,0
0,60,-0
-0,0,60
-0,0,60
0,60,0
0,60,-0
