0,60,0,0,0
0,0,0,0,60
0,0,60,0,0
0,60,0,0,0
60,0,0,0,0
0,0,0,60,0
60,0,0,0,0
0,0,0,60,0
0,0,60,0,0
0,60,0,0,0
0,0,0,0,60
0,0,60,0,0
0,0,0,0,60
0,0,0,60,0
60,0,0,0,0
0,60,0,0,0
-0,0,60,-0,0
60,-0,-0,-0,0
0,60,0,0,0
0,-0,60,0,0
0,60,-0,0,-0
-0,-0,-0,60,0
-0,0,-0,-0,60
-0,-0,-0,60,0
0,-0,60,0,-0
60,0,0,-0,-0
-0,-0,60,0,-0
60,0,-0,-0,-0
0,0,0,-0,60
-0,-0,-0,60,-0
0,60,-0,0,0
-0,0,0,0,60
-0,-0,-0,60,3.3307e-15
-0,60,-0,3.3307e-15,0
-0,0,-0,-0,60
-0,-3.3307e-15,-0,60,-0
0,-0,60,-0,-0
60,0,-0,-0,0
-0,60,-0,0,-0
60,3.3307e-15,-0,-0,-0
-3.3307e-15,-0,3.3307e-15,-0,60
-0,-0,-3.3307e-15,60,-0
3.3307e-15,0,-0,-3.3307e-15,60
0,0,60,-0,-0
3.3307e-15,-0,60,-0,-6.6613e-15
60,-0,-0,-0,0
0,60,-0,-0,0
0,1.3323e-14,-0,60,0
0,60,0,0,0
0,0,0,0,60
60,0,0,0,0
0,0,0,60,0
0,0,60,0,0
0,0,0,60,0
0,0,60,0,0
0,60,0,0,0
60,0,0,0,0
0,60,0,0,0
60,0,0,0,0
0,0,0,0,60
0,0,0,60,0
0,0,0,0,60
0,0,60,0,0
0,0,0,60,0
0,-0,0,60,0
60,0,0,0,0
-0,0,60,0,-0
-0,0,0,0,60
0,0,60,-0,-0
-0,-0,-0,-0,60
0,60,-0,0,-0
0,0,-0,60,0
0,60,0,-0,0
-0,0,-0,60,0
-0,-0,60,-0,-0
60,0,-0,0,0
0,-0,0,-0,60
60,-0,0,-0,-0
0,60,-0,-0,0
0,0,-0,0,60
